M-oM-;M-?"project","access","year","month","day","articles__article","articles__views","articles__rank"^M
"lv.wikipedia","all-access","2018","01","all-days","MikelandM-EM->elo","631","903"^M
"lv.wikipedia","all-access","2018","01","all-days","LibM-DM-^Ana","631","903"^M
"lv.wikipedia","all-access","2018","01","all-days","PM-DM-^SdiM-EM-^Fas","630","907"^M
"lv.wikipedia","all-access","2018","01","all-days","M-DM-*paM-EM-!vM-DM-^Ards","630","907"^M
"lv.wikipedia","all-access","2018","01","all-days","Aivars_Lembergs","630","907"^M
"lv.wikipedia","all-access","2018","01","all-days","Grafika","630","907"^M
"lv.wikipedia","all-access","2018","01","all-days","C_vitamM-DM-+ns","630","907"^M
"lv.wikipedia","all-access","2018","01","all-days","GlicerM-DM-+ns","630","907"^M
"lv.wikipedia","all-access","2018","01","all-days","Skroderdienas_SilmaM-DM-^Mos","629","913"^M
"lv.wikipedia","all-access","2018","01","all-days","Kartupelis","629","913"^M
"lv.wikipedia","all-access","2018","01","all-days","Eds_M-EM- M-DM-+rans","629","913"^M
"lv.wikipedia","all-access","2018","01","all-days","UzbekistM-DM-^Ana","629","913"^M
"lv.wikipedia","all-access","2018","01","all-days","The_Cranberries","629","913"^M
"lv.wikipedia","all-access","2018","01","all-days","OrganiskM-DM-^A_viela","628","918"^M
"lv.wikipedia","all-access","2018","01","all-days","KailsM-DM-^SkM-DM-<i","628","918"^M
"lv.wikipedia","all-access","2018","01","all-days","Litecoin","628","918"^M
"lv.wikipedia","all-access","2018","01","all-days","VikikrM-DM-^Atuve","626","921"^M
"lv.wikipedia","all-access","2018","01","all-days","Aija_Andrejeva","625","922"^M
"lv.wikipedia","all-access","2018","01","all-days","Starptautiskie_automobiM-DM-<u_reM-DM-#istrM-DM-^Acijas_kodi","625","922"^M
"lv.wikipedia","all-access","2018","01","all-days","Kristaps_Bergs","625","922"^M
"lv.wikipedia","all-access","2018","01","all-days","Neirons","625","922"^M
"lv.wikipedia","all-access","2018","01","all-days","MM-DM-^Srnieku_laiki_(1968._gada_filma)","624","926"^M
"lv.wikipedia","all-access","2018","01","all-days","Smiltis","624","926"^M
"lv.wikipedia","all-access","2018","01","all-days","Talsi","623","928"^M
"lv.wikipedia","all-access","2018","01","all-days","ISO_4217","622","929"^M
"lv.wikipedia","all-access","2018","01","all-days","Kondensators","622","929"^M
"lv.wikipedia","all-access","2018","01","all-days","KambodM-EM->a","622","929"^M
"lv.wikipedia","all-access","2018","01","all-days","Krievu_valoda","622","929"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_upju_uzskaitM-DM-+jums","621","933"^M
"lv.wikipedia","all-access","2018","01","all-days","Aukstais_karM-EM-!","620","934"^M
"lv.wikipedia","all-access","2018","01","all-days","Mazais_princis","620","934"^M
"lv.wikipedia","all-access","2018","01","all-days","PolimM-DM-^Sri","619","936"^M
"lv.wikipedia","all-access","2018","01","all-days","AnotM-DM-^Acija","619","936"^M
"lv.wikipedia","all-access","2018","01","all-days","ScientoloM-DM-#ija","618","938"^M
"lv.wikipedia","all-access","2018","01","all-days","Kurzemes_cietoksnis","618","938"^M
"lv.wikipedia","all-access","2018","01","all-days","Special:MyContributions","618","938"^M
"lv.wikipedia","all-access","2018","01","all-days","Romas_Republika","618","938"^M
"lv.wikipedia","all-access","2018","01","all-days","VatikM-DM-^Ans","617","942"^M
"lv.wikipedia","all-access","2018","01","all-days","Baterija","617","942"^M
"lv.wikipedia","all-access","2018","01","all-days","MagnM-DM-^Stiskais_lauks","617","942"^M
"lv.wikipedia","all-access","2018","01","all-days","Priedes","616","945"^M
"lv.wikipedia","all-access","2018","01","all-days","Nikola_Tesla","616","945"^M
"lv.wikipedia","all-access","2018","01","all-days","JM-DM-^Anis_Baltvilks","616","945"^M
"lv.wikipedia","all-access","2018","01","all-days","PingvM-DM-+nu_dzimta","615","948"^M
"lv.wikipedia","all-access","2018","01","all-days","FaM-EM-!isms","615","948"^M
"lv.wikipedia","all-access","2018","01","all-days","KaM-DM-7u_dzimta","615","948"^M
"lv.wikipedia","all-access","2018","01","all-days","Spiediens","613","951"^M
"lv.wikipedia","all-access","2018","01","all-days","Lielais_M-DM-6M-DM-+nas_mM-EM-+ris","613","951"^M
"lv.wikipedia","all-access","2018","01","all-days","AIDS","611","953"^M
"lv.wikipedia","all-access","2018","01","all-days","SM-DM-^SrskM-DM-^Abe","611","953"^M
"lv.wikipedia","all-access","2018","01","all-days","Latvijas_TelevM-DM-+zija","611","953"^M
"lv.wikipedia","all-access","2018","01","all-days","Austras_koks","611","953"^M
"lv.wikipedia","all-access","2018","01","all-days","Saskarsme","610","957"^M
"lv.wikipedia","all-access","2018","01","all-days","HM-DM-^Slijs","610","957"^M
"lv.wikipedia","all-access","2018","01","all-days","GarlM-DM-+bs_MerM-DM-7elis","610","957"^M
"lv.wikipedia","all-access","2018","01","all-days","Raudupiete","610","957"^M
"lv.wikipedia","all-access","2018","01","all-days","TreM-EM-!ais_reihs","609","961"^M
"lv.wikipedia","all-access","2018","01","all-days","Paracetamols","608","962"^M
"lv.wikipedia","all-access","2018","01","all-days","BerlM-DM-+ne","608","962"^M
"lv.wikipedia","all-access","2018","01","all-days","DM-DM-^Smetra","608","962"^M
"lv.wikipedia","all-access","2018","01","all-days","13._janvM-DM-^Ara_VecrM-DM-+gas_nemieri","608","962"^M
"lv.wikipedia","all-access","2018","01","all-days","Kafija","608","962"^M
"lv.wikipedia","all-access","2018","01","all-days","Saules_kauja","607","967"^M
"lv.wikipedia","all-access","2018","01","all-days","ZemestrM-DM-+ce","607","967"^M
"lv.wikipedia","all-access","2018","01","all-days","Andrejs_Rastorgujevs","607","967"^M
"lv.wikipedia","all-access","2018","01","all-days","Deniss_VasiM-DM-<jevs","606","970"^M
"lv.wikipedia","all-access","2018","01","all-days","Spriegums","606","970"^M
"lv.wikipedia","all-access","2018","01","all-days","Akumulatoru_baterija","606","970"^M
"lv.wikipedia","all-access","2018","01","all-days","Staltbriedis","605","973"^M
"lv.wikipedia","all-access","2018","01","all-days","LiteratM-EM-+ras_vM-DM-^Ssture","604","974"^M
"lv.wikipedia","all-access","2018","01","all-days","Emocijas","604","974"^M
"lv.wikipedia","all-access","2018","01","all-days","Platons","604","974"^M
"lv.wikipedia","all-access","2018","01","all-days","Vasaras_olimpiskM-DM-^As_spM-DM-^Sles","604","974"^M
"lv.wikipedia","all-access","2018","01","all-days","DzM-DM-+ves_ilgums","603","978"^M
"lv.wikipedia","all-access","2018","01","all-days","Andris_BiedriM-EM-^FM-EM-!","602","979"^M
"lv.wikipedia","all-access","2018","01","all-days","1941._gada_jM-EM-+nija_deportM-DM-^Acijas_LatvijM-DM-^A","602","979"^M
"lv.wikipedia","all-access","2018","01","all-days","Kategorija:M-DM-^@zijas_valstis","602","979"^M
"lv.wikipedia","all-access","2018","01","all-days","Lielais_ZiemeM-DM-<u_karM-EM-!","600","982"^M
"lv.wikipedia","all-access","2018","01","all-days","Andora","600","982"^M
"lv.wikipedia","all-access","2018","01","all-days","SkM-DM-^Abais_lietus","599","984"^M
"lv.wikipedia","all-access","2018","01","all-days","Gaisa_piesM-DM-^ArM-EM-^Fojums","599","984"^M
"lv.wikipedia","all-access","2018","01","all-days","Auseklis_(dzejnieks)","598","986"^M
"lv.wikipedia","all-access","2018","01","all-days","M-EM-^Eikita_HruM-EM-!M-DM-^Movs","598","986"^M
"lv.wikipedia","all-access","2018","01","all-days","Inguna_Sudraba","598","986"^M
"lv.wikipedia","all-access","2018","01","all-days","PM-DM-^Steris_StuM-DM-^Mka","598","986"^M
"lv.wikipedia","all-access","2018","01","all-days","Jupiters_(planM-DM-^Sta)","598","986"^M
"lv.wikipedia","all-access","2018","01","all-days","KrustzieM-EM->u_dzimta","597","991"^M
"lv.wikipedia","all-access","2018","01","all-days","MagnM-DM-^Sts","596","992"^M
"lv.wikipedia","all-access","2018","01","all-days","Anglijas_Karaliste","596","992"^M
"lv.wikipedia","all-access","2018","01","all-days","Dadaisms","596","992"^M
"lv.wikipedia","all-access","2018","01","all-days","GunM-DM-^Ars_Priede","596","992"^M
"lv.wikipedia","all-access","2018","01","all-days","KlM-DM-^Avs_Elsbergs","595","996"^M
"lv.wikipedia","all-access","2018","01","all-days","Dzimumakts","595","996"^M
"lv.wikipedia","all-access","2018","01","all-days","Klavieres","595","996"^M
